driverId,q1_timing,q2_timing,q3_timing,race_id,position,qualifying_pos,prev_year_pos,season,round
pic,1:43.528,0,0,2013_17,19,19,18.0,2013,17
chilton,1:44.198,0,0,2013_17,21,20,0.0,2013,17
vettel,1:38.516,1:37.065,1:36.338,2013_18,1,1,2.0,2013,18
webber,1:38.161,1:37.312,1:36.441,2013_18,3,2,23.0,2013,18
grosjean,1:38.676,1:37.523,1:37.155,2013_18,2,3,7.0,2013,18
hulkenberg,1:38.339,1:37.828,1:37.296,2013_18,6,4,8.0,2013,18
hamilton,1:37.959,1:37.854,1:37.345,2013_18,4,5,1.0,2013,18
alonso,1:38.929,1:37.368,1:37.376,2013_18,5,6,3.0,2013,18
perez,1:38.367,1:38.040,1:37.452,2013_18,7,7,11.0,2013,18
kovalainen,1:38.375,1:38.078,1:37.715,2013_18,15,8,18.0,2013,18
bottas,1:37.821,1:37.439,1:37.836,2013_18,8,9,0.0,2013,18
gutierrez,1:38.082,1:38.031,1:38.034,2013_18,14,20,0.0,2013,18
ricciardo,1:38.882,1:38.131,0,2013_18,11,10,12.0,2013,18
resta,1:38.894,1:38.139,0,2013_18,16,11,15.0,2013,18
button,1:38.588,1:38.217,0,2013_18,10,15,5.0,2013,18
rosberg,1:38.743,1:38.364,0,2013_18,9,12,13.0,2013,18
massa,1:39.094,1:38.592,0,2013_18,13,13,4.0,2013,18
vergne,1:38.880,1:38.696,0,2013_18,12,14,24.0,2013,18
sutil,1:39.250,0,0,2013_18,22,16,0.0,2013,18
maldonado,1:39.351,0,0,2013_18,17,17,9.0,2013,18
garde,1:40.491,0,0,2013_18,19,18,0.0,2013,18
jules_bianchi,1:40.528,0,0,2013_18,18,19,0.0,2013,18
pic,1:40.596,0,0,2013_18,20,22,20.0,2013,18
chilton,1:41.401,0,0,2013_18,21,21,0.0,2013,18
vettel,1:25.381,1:26.420,1:26.479,2013_19,1,1,6.0,2013,19
rosberg,1:25.556,1:26.626,1:27.102,2013_19,5,2,15.0,2013,19
alonso,1:26.656,1:26.590,1:27.539,2013_19,3,3,2.0,2013,19
webber,1:26.689,1:26.963,1:27.572,2013_19,2,4,4.0,2013,19
hamilton,1:25.342,1:26.698,1:27.677,2013_19,9,5,20.0,2013,19
grosjean,1:26.453,1:26.161,1:27.737,2013_19,22,6,21.0,2013,19
ricciardo,1:27.209,1:27.078,1:28.052,2013_19,10,7,13.0,2013,19
vergne,1:27.124,1:27.363,1:28.081,2013_19,15,8,8.0,2013,19
massa,1:26.817,1:27.049,1:28.109,2013_19,7,9,3.0,2013,19
hulkenberg,1:26.071,1:27.441,1:29.582,2013_19,8,10,5.0,2013,19
kovalainen,1:26.266,1:27.456,0,2013_19,14,11,14.0,2013,19
resta,1:26.275,1:27.798,0,2013_19,11,12,19.0,2013,19
bottas,1:26.790,1:27.954,0,2013_19,21,13,0.0,2013,19
perez,1:26.741,1:28.269,0,2013_19,6,19,24.0,2013,19
button,1:26.398,1:28.308,0,2013_19,4,14,1.0,2013,19
sutil,1:26.874,1:28.586,0,2013_19,13,15,0.0,2013,19
maldonado,1:27.367,0,0,2013_19,16,16,22.0,2013,19
gutierrez,1:27.455,0,0,2013_19,12,17,0.0,2013,19
pic,1:27.843,0,0,2013_19,20,18,12.0,2013,19
garde,1:28.320,0,0,2013_19,18,20,0.0,2013,19
jules_bianchi,1:28.366,0,0,2013_19,17,21,0.0,2013,19
chilton,1:28.950,0,0,2013_19,19,22,0.0,2013,19
hamilton,1:31.699,1:42.890,1:44.231,2014_1,19,1,5.0,2014,1
ricciardo,1:30.775,1:42.295,1:44.548,2014_1,22,2,19.0,2014,1
rosberg,1:32.564,1:42.264,1:44.595,2014_1,1,3,20.0,2014,1
kevin_magnussen,1:30.949,1:43.247,1:45.745,2014_1,2,4,0.0,2014,1
alonso,1:31.388,1:42.805,1:45.819,2014_1,4,5,2.0,2014,1
vergne,1:33.488,1:43.849,1:45.864,2014_1,8,6,12.0,2014,1
hulkenberg,1:33.893,1:43.658,1:46.030,2014_1,6,7,22.0,2014,1
kvyat,1:33.777,1:44.331,1:47.368,2014_1,9,8,0.0,2014,1
massa,1:31.228,1:44.242,1:48.079,2014_1,20,9,4.0,2014,1
bottas,1:31.601,1:43.852,1:48.147,2014_1,5,15,14.0,2014,1
button,1:31.396,1:44.437,0,2014_1,3,10,9.0,2014,1
raikkonen,1:32.439,1:44.494,0,2014_1,7,11,1.0,2014,1
vettel,1:31.931,1:44.688,0,2014_1,18,12,3.0,2014,1
sutil,1:33.673,1:45.655,0,2014_1,11,13,7.0,2014,1
kobayashi,1:34.274,1:45.867,0,2014_1,21,14,0.0,2014,1
perez,1:34.141,1:47.293,0,2014_1,10,16,11.0,2014,1
chilton,1:34.293,0,0,2014_1,13,17,17.0,2014,1
jules_bianchi,1:34.794,0,0,2014_1,14,18,15.0,2014,1
gutierrez,1:35.117,0,0,2014_1,12,20,13.0,2014,1
ericsson,1:35.157,0,0,2014_1,17,19,0.0,2014,1
grosjean,1:36.993,0,0,2014_1,15,22,10.0,2014,1
maldonado,0,0,0,2014_1,16,21,21.0,2014,1
hamilton,1:57.202,1:59.041,1:59.431,2014_2,1,1,3.0,2014,2
vettel,1:57.654,1:59.399,1:59.486,2014_2,3,2,1.0,2014,2
rosberg,1:57.183,1:59.445,2:00.050,2014_2,2,3,4.0,2014,2
alonso,1:58.889,2:01.356,2:00.175,2014_2,4,4,22.0,2014,2
ricciardo,1:58.913,2:00.147,2:00.541,2014_2,16,5,18.0,2014,2
raikkonen,1:59.257,2:01.532,2:01.218,2014_2,12,6,7.0,2014,2
hulkenberg,1:58.883,2:00.839,2:01.712,2014_2,5,7,8.0,2014,2
kevin_magnussen,2:00.356,2:02.094,2:02.213,2014_2,9,8,0.0,2014,2
vergne,2:01.689,2:02.096,2:03.078,2014_2,19,9,10.0,2014,2
button,2:00.889,2:01.810,2:04.053,2014_2,6,10,17.0,2014,2
kvyat,2:01.175,2:02.351,0,2014_2,10,11,0.0,2014,2
gutierrez,2:01.134,2:02.369,0,2014_2,17,12,12.0,2014,2
massa,2:00.047,2:02.460,0,2014_2,7,13,5.0,2014,2
perez,2:00.076,2:02.511,0,2014_2,22,14,9.0,2014,2
bottas,1:59.709,2:02.756,0,2014_2,8,18,11.0,2014,2
grosjean,2:00.202,2:02.885,0,2014_2,11,15,6.0,2014,2
maldonado,2:02.074,0,0,2014_2,21,16,19.0,2014,2
sutil,2:02.131,0,0,2014_2,18,17,20.0,2014,2
jules_bianchi,2:02.702,0,0,2014_2,20,19,13.0,2014,2
kobayashi,2:03.595,0,0,2014_2,13,20,0.0,2014,2
chilton,2:04.388,0,0,2014_2,15,21,16.0,2014,2
ericsson,2:04.407,0,0,2014_2,14,22,0.0,2014,2
rosberg,1:35.439,1:33.708,1:33.185,2014_3,2,1,9.0,2014,3
hamilton,1:35.323,1:33.872,1:33.464,2014_3,1,2,5.0,2014,3
ricciardo,1:36.220,1:34.592,1:34.051,2014_3,4,13,16.0,2014,3
bottas,1:34.934,1:34.842,1:34.247,2014_3,8,3,14.0,2014,3
perez,1:34.998,1:34.747,1:34.346,2014_3,3,4,6.0,2014,3
raikkonen,1:35.234,1:34.925,1:34.368,2014_3,10,5,2.0,2014,3
button,1:35.699,1:34.714,1:34.387,2014_3,17,6,10.0,2014,3
massa,1:35.085,1:34.842,1:34.511,2014_3,7,7,15.0,2014,3
kevin_magnussen,1:35.288,1:34.904,1:34.712,2014_3,18,8,0.0,2014,3
alonso,1:35.251,1:34.723,1:34.992,2014_3,9,9,8.0,2014,3
vettel,1:35.549,1:34.985,0,2014_3,6,10,1.0,2014,3
hulkenberg,1:34.874,1:35.116,0,2014_3,5,11,12.0,2014,3
kvyat,1:35.395,1:35.145,0,2014_3,11,12,0.0,2014,3
vergne,1:35.815,1:35.286,0,2014_3,21,14,22.0,2014,3
gutierrez,1:36.567,1:35.891,0,2014_3,19,15,18.0,2014,3
grosjean,1:36.654,1:35.908,0,2014_3,12,16,3.0,2014,3
maldonado,1:36.663,0,0,2014_3,14,17,11.0,2014,3
sutil,1:36.840,0,0,2014_3,22,22,13.0,2014,3
kobayashi,1:37.085,0,0,2014_3,15,18,0.0,2014,3
jules_bianchi,1:37.310,0,0,2014_3,16,19,19.0,2014,3
ericsson,1:37.875,0,0,2014_3,20,20,0.0,2014,3
chilton,1:37.913,0,0,2014_3,13,21,20.0,2014,3
hamilton,1:55.516,1:54.029,1:53.860,2014_4,1,1,3.0,2014,4
ricciardo,1:56.641,1:55.302,1:54.455,2014_4,4,2,7.0,2014,4
vettel,1:55.926,1:54.499,1:54.960,2014_4,5,3,4.0,2014,4
rosberg,1:56.058,1:55.294,1:55.143,2014_4,2,4,19.0,2014,4
alonso,1:56.961,1:55.765,1:55.637,2014_4,3,5,1.0,2014,4
massa,1:56.850,1:56.757,1:56.147,2014_4,15,6,6.0,2014,4
bottas,1:56.501,1:56.253,1:56.282,2014_4,7,7,13.0,2014,4
hulkenberg,1:55.913,1:56.847,1:56.366,2014_4,6,8,10.0,2014,4
vergne,1:57.477,1:56.584,1:56.773,2014_4,12,9,12.0,2014,4
grosjean,1:58.411,1:56.407,1:57.079,2014_4,21,10,9.0,2014,4
raikkonen,1:58.279,1:56.860,0,2014_4,8,11,2.0,2014,4
button,1:57.783,1:56.963,0,2014_4,11,12,5.0,2014,4
kvyat,1:57.261,1:57.289,0,2014_4,10,13,0.0,2014,4
sutil,1:58.138,1:57.393,0,2014_4,22,14,21.0,2014,4
kevin_magnussen,1:57.369,1:57.675,0,2014_4,13,15,0.0,2014,4
perez,1:58.362,1:58.264,0,2014_4,9,16,11.0,2014,4
gutierrez,1:58.988,0,0,2014_4,16,17,22.0,2014,4
kobayashi,1:59.260,0,0,2014_4,18,18,0.0,2014,4
jules_bianchi,1:59.326,0,0,2014_4,17,19,15.0,2014,4
ericsson,2:00.646,0,0,2014_4,20,20,0.0,2014,4
chilton,2:00.865,0,0,2014_4,19,21,17.0,2014,4
maldonado,0,0,0,2014_4,14,22,14.0,2014,4
hamilton,1:27.238,1:26.210,1:25.232,2014_5,1,1,12.0,2014,5
rosberg,1:26.764,1:26.088,1:25.400,2014_5,2,2,6.0,2014,5
ricciardo,1:28.053,1:26.613,1:26.285,2014_5,3,3,10.0,2014,5
bottas,1:28.198,1:27.563,1:26.632,2014_5,5,4,16.0,2014,5
grosjean,1:28.472,1:27.258,1:26.960,2014_5,8,5,22.0,2014,5
raikkonen,1:28.308,1:27.335,1:27.104,2014_5,7,6,2.0,2014,5
alonso,1:28.329,1:27.602,1:27.140,2014_5,6,7,1.0,2014,5
button,1:28.279,1:27.570,1:27.335,2014_5,11,8,8.0,2014,5
massa,1:28.061,1:27.016,1:27.402,2014_5,13,9,3.0,2014,5
vettel,1:27.958,1:27.052,0,2014_5,4,15,4.0,2014,5
hulkenberg,1:28.155,1:27.685,0,2014_5,10,10,15.0,2014,5
perez,1:28.469,1:28.002,0,2014_5,9,11,9.0,2014,5
kvyat,1:28.074,1:28.039,0,2014_5,14,12,0.0,2014,5
gutierrez,1:28.374,1:28.280,0,2014_5,16,13,11.0,2014,5
kevin_magnussen,1:28.389,0,0,2014_5,12,14,0.0,2014,5
vergne,1:28.194,0,0,2014_5,22,21,20.0,2014,5
sutil,1:28.563,0,0,2014_5,17,16,13.0,2014,5
chilton,1:29.586,0,0,2014_5,19,17,19.0,2014,5
jules_bianchi,1:30.177,0,0,2014_5,18,18,18.0,2014,5
ericsson,1:30.312,0,0,2014_5,20,19,0.0,2014,5
kobayashi,1:30.375,0,0,2014_5,21,20,0.0,2014,5
maldonado,0,0,0,2014_5,15,22,14.0,2014,5
rosberg,1:17.678,1:16.465,1:15.989,2014_6,1,1,1.0,2014,6
hamilton,1:17.823,1:16.354,1:16.048,2014_6,2,2,4.0,2014,6
ricciardo,1:17.900,1:17.233,1:16.384,2014_6,3,3,18.0,2014,6
vettel,1:18.383,1:17.074,1:16.547,2014_6,20,4,2.0,2014,6
alonso,1:17.853,1:17.200,1:16.686,2014_6,4,5,7.0,2014,6
raikkonen,1:17.902,1:17.398,1:17.389,2014_6,12,6,10.0,2014,6
vergne,1:17.557,1:17.657,1:17.540,2014_6,17,7,8.0,2014,6
kevin_magnussen,1:17.978,1:17.609,1:17.555,2014_6,10,8,0.0,2014,6
kvyat,1:18.616,1:17.594,1:18.090,2014_6,19,9,0.0,2014,6
perez,1:18.108,1:17.755,1:18.327,2014_6,21,10,16.0,2014,6
hulkenberg,1:18.432,1:17.846,0,2014_6,5,11,11.0,2014,6
button,1:17.890,1:17.988,0,2014_6,6,12,6.0,2014,6
bottas,1:18.407,1:18.082,0,2014_6,16,13,12.0,2014,6
grosjean,1:18.335,1:18.196,0,2014_6,8,14,17.0,2014,6
maldonado,1:18.585,1:18.356,0,2014_6,22,15,20.0,2014,6
massa,1:18.209,0,0,2014_6,7,16,21.0,2014,6
gutierrez,1:18.741,0,0,2014_6,15,17,13.0,2014,6
sutil,1:18.745,0,0,2014_6,18,18,5.0,2014,6
jules_bianchi,1:19.332,0,0,2014_6,9,21,19.0,2014,6
chilton,1:19.928,0,0,2014_6,14,19,14.0,2014,6
kobayashi,1:20.133,0,0,2014_6,13,20,0.0,2014,6
ericsson,1:21.732,0,0,2014_6,11,22,0.0,2014,6
rosberg,1:16.471,1:15.289,1:14.874,2014_7,2,1,5.0,2014,7
hamilton,1:15.750,1:15.054,1:14.953,2014_7,17,2,3.0,2014,7
vettel,1:17.470,1:16.109,1:15.548,2014_7,3,3,1.0,2014,7
bottas,1:16.772,1:15.806,1:15.550,2014_7,7,4,14.0,2014,7
massa,1:16.666,1:15.773,1:15.578,2014_7,12,5,8.0,2014,7
ricciardo,1:17.113,1:15.897,1:15.589,2014_7,1,6,15.0,2014,7
alonso,1:17.010,1:16.131,1:15.814,2014_7,6,7,2.0,2014,7
vergne,1:17.178,1:16.255,1:16.162,2014_7,8,8,6.0,2014,7
button,1:16.631,1:16.214,1:16.182,2014_7,4,9,12.0,2014,7
raikkonen,1:17.013,1:16.245,1:16.214,2014_7,10,10,9.0,2014,7
hulkenberg,1:16.897,1:16.300,0,2014_7,5,11,21.0,2014,7
kevin_magnussen,1:16.446,1:16.310,0,2014_7,9,12,0.0,2014,7
perez,1:18.235,1:16.472,0,2014_7,11,13,11.0,2014,7
grosjean,1:17.732,1:16.687,0,2014_7,15,14,13.0,2014,7
kvyat,1:16.938,1:16.713,0,2014_7,16,15,0.0,2014,7
sutil,1:17.519,1:17.314,0,2014_7,13,16,10.0,2014,7
maldonado,1:18.328,0,0,2014_7,19,17,16.0,2014,7
chilton,1:18.348,0,0,2014_7,21,18,19.0,2014,7
jules_bianchi,1:18.359,0,0,2014_7,22,19,17.0,2014,7
kobayashi,1:19.278,0,0,2014_7,18,21,0.0,2014,7
ericsson,1:19.820,0,0,2014_7,20,20,0.0,2014,7
gutierrez,0,0,0,2014_7,14,22,20.0,2014,7
massa,1:10.292,1:09.239,1:08.759,2014_8,4,1,0.0,2014,8
bottas,1:10.356,1:09.096,1:08.846,2014_8,3,2,0.0,2014,8
rosberg,1:09.695,1:08.974,1:08.944,2014_8,1,3,0.0,2014,8
alonso,1:10.405,1:09.479,1:09.285,2014_8,5,4,0.0,2014,8
ricciardo,1:10.395,1:09.638,1:09.466,2014_8,8,5,0.0,2014,8
kevin_magnussen,1:10.081,1:09.473,1:09.515,2014_8,7,6,0.0,2014,8
kvyat,1:09.678,1:09.490,1:09.619,2014_8,22,7,0.0,2014,8
raikkonen,1:10.285,1:09.657,1:10.795,2014_8,10,8,0.0,2014,8
hamilton,1:09.514,1:09.092,0,2014_8,2,9,0.0,2014,8
hulkenberg,1:10.389,1:09.624,0,2014_8,9,10,0.0,2014,8
perez,1:10.124,1:09.754,0,2014_8,6,15,0.0,2014,8
button,1:10.252,1:09.780,0,2014_8,11,11,0.0,2014,8
vettel,1:10.630,1:09.801,0,2014_8,21,12,0.0,2014,8
maldonado,1:10.821,1:09.939,0,2014_8,12,13,0.0,2014,8
vergne,1:10.161,1:10.073,0,2014_8,20,14,0.0,2014,8
grosjean,1:10.461,1:10.642,0,2014_8,14,22,0.0,2014,8
sutil,1:10.825,0,0,2014_8,13,16,0.0,2014,8
gutierrez,1:11.349,0,0,2014_8,19,17,0.0,2014,8
jules_bianchi,1:11.412,0,0,2014_8,15,18,0.0,2014,8
kobayashi,1:11.673,0,0,2014_8,16,19,0.0,2014,8
chilton,1:11.775,0,0,2014_8,17,21,0.0,2014,8
ericsson,1:12.673,0,0,2014_8,18,20,0.0,2014,8
rosberg,1:40.380,1:35.179,1:35.766,2014_9,18,1,1.0,2014,9
vettel,1:45.086,1:36.410,1:37.386,2014_9,5,2,21.0,2014,9
button,1:44.425,1:36.579,1:38.200,2014_9,4,3,13.0,2014,9
hulkenberg,1:41.271,1:37.112,1:38.329,2014_9,8,4,10.0,2014,9
kevin_magnussen,1:42.507,1:37.370,1:38.417,2014_9,7,5,0.0,2014,9
hamilton,1:41.058,1:34.870,1:39.232,2014_9,1,6,4.0,2014,9
perez,1:42.146,1:37.350,1:40.457,2014_9,11,7,20.0,2014,9
ricciardo,1:44.710,1:38.166,1:40.606,2014_9,3,8,8.0,2014,9
kvyat,1:41.032,1:36.813,1:40.707,2014_9,9,9,0.0,2014,9
vergne,1:43.040,1:37.800,1:40.855,2014_9,10,10,22.0,2014,9
grosjean,1:43.121,1:38.496,0,2014_9,12,11,19.0,2014,9
jules_bianchi,1:41.169,1:38.709,0,2014_9,14,12,16.0,2014,9
chilton,1:42.082,1:39.800,0,2014_9,16,17,17.0,2014,9
gutierrez,1:43.285,1:40.912,0,2014_9,20,19,14.0,2014,9
maldonado,1:43.892,1:44.018,0,2014_9,17,20,11.0,2014,9
sutil,1:42.603,0,0,2014_9,13,13,7.0,2014,9
bottas,1:45.318,0,0,2014_9,2,14,12.0,2014,9
massa,1:45.695,0,0,2014_9,21,15,6.0,2014,9
alonso,1:45.935,0,0,2014_9,6,16,3.0,2014,9
raikkonen,1:46.684,0,0,2014_9,22,18,5.0,2014,9
ericsson,1:49.421,0,0,2014_9,19,21,0.0,2014,9
kobayashi,1:49.625,0,0,2014_9,15,22,0.0,2014,9
rosberg,1:17.631,1:17.109,1:16.540,2014_10,1,1,0.0,2014,10
bottas,1:18.215,1:17.353,1:16.759,2014_10,2,2,0.0,2014,10
massa,1:18.381,1:17.370,1:17.078,2014_10,22,3,0.0,2014,10
kevin_magnussen,1:18.260,1:17.788,1:17.214,2014_10,9,4,0.0,2014,10
ricciardo,1:18.117,1:17.855,1:17.273,2014_10,6,5,0.0,2014,10
vettel,1:18.194,1:17.646,1:17.577,2014_10,4,6,0.0,2014,10
alonso,1:18.389,1:17.866,1:17.649,2014_10,5,7,0.0,2014,10
kvyat,1:18.530,1:18.103,1:17.965,2014_10,20,8,0.0,2014,10
hulkenberg,1:18.927,1:18.017,1:18.014,2014_10,7,9,0.0,2014,10
perez,1:18.916,1:18.161,1:18.035,2014_10,10,10,0.0,2014,10
button,1:18.425,1:18.193,0,2014_10,8,11,0.0,2014,10
raikkonen,1:18.534,1:18.273,0,2014_10,11,12,0.0,2014,10
vergne,1:18.496,1:18.285,0,2014_10,13,13,0.0,2014,10
gutierrez,1:18.739,1:18.787,0,2014_10,14,16,0.0,2014,10
grosjean,1:18.894,1:18.983,0,2014_10,21,14,0.0,2014,10
hamilton,1:18.683,0,0,2014_10,3,20,0.0,2014,10
sutil,1:19.142,0,0,2014_10,19,15,0.0,2014,10
jules_bianchi,1:19.676,0,0,2014_10,15,17,0.0,2014,10
maldonado,1:20.195,0,0,2014_10,12,18,0.0,2014,10
kobayashi,1:20.408,0,0,2014_10,16,19,0.0,2014,10
chilton,1:20.489,0,0,2014_10,17,21,0.0,2014,10
ericsson,0,0,0,2014_10,18,22,0.0,2014,10
rosberg,1:25.227,1:23.310,1:22.715,2014_11,4,1,19.0,2014,11
vettel,1:25.662,1:23.606,1:23.201,2014_11,7,2,3.0,2014,11
bottas,1:25.690,1:23.776,1:23.354,2014_11,8,3,20.0,2014,11
ricciardo,1:25.495,1:23.676,1:23.391,2014_11,1,4,13.0,2014,11
alonso,1:26.087,1:24.249,1:23.909,2014_11,2,5,5.0,2014,11
massa,1:26.592,1:24.030,1:24.223,2014_11,5,6,8.0,2014,11
button,1:26.612,1:24.502,1:24.294,2014_11,10,7,7.0,2014,11
vergne,1:24.941,1:24.637,1:24.720,2014_11,9,8,12.0,2014,11
hulkenberg,1:26.149,1:24.647,1:24.775,2014_11,20,9,11.0,2014,11
kevin_magnussen,1:26.578,1:24.585,0,2014_11,12,21,0.0,2014,11
kvyat,1:25.361,1:24.706,0,2014_11,14,10,0.0,2014,11
sutil,1:26.027,1:25.136,0,2014_11,11,11,22.0,2014,11
perez,1:25.910,1:25.211,0,2014_11,19,12,9.0,2014,11
gutierrez,1:25.709,1:25.260,0,2014_11,17,13,21.0,2014,11
grosjean,1:26.136,1:25.337,0,2014_11,21,14,6.0,2014,11
jules_bianchi,1:26.728,1:27.419,0,2014_11,15,15,16.0,2014,11
raikkonen,1:26.792,0,0,2014_11,6,16,2.0,2014,11
kobayashi,1:27.139,0,0,2014_11,18,17,0.0,2014,11
chilton,1:27.819,0,0,2014_11,16,18,17.0,2014,11
ericsson,1:28.643,0,0,2014_11,22,19,0.0,2014,11
hamilton,0,0,0,2014_11,3,22,1.0,2014,11
maldonado,0,0,0,2014_11,13,20,10.0,2014,11
rosberg,2:07.130,2:06.723,2:05.591,2014_12,2,1,4.0,2014,12
hamilton,2:07.280,2:06.609,2:05.819,2014_12,19,2,3.0,2014,12
vettel,2:10.105,2:08.868,2:07.717,2014_12,5,3,1.0,2014,12
alonso,2:10.197,2:08.450,2:07.786,2014_12,7,4,2.0,2014,12
ricciardo,2:10.089,2:08.989,2:07.911,2014_12,1,5,10.0,2014,12
bottas,2:09.250,2:08.451,2:08.049,2014_12,3,6,15.0,2014,12
kevin_magnussen,2:11.081,2:08.901,2:08.679,2014_12,12,7,0.0,2014,12
raikkonen,2:09.885,2:08.646,2:08.780,2014_12,4,8,21.0,2014,12
massa,2:08.403,2:08.833,2:09.178,2014_12,13,9,7.0,2014,12
button,2:10.529,2:09.272,2:09.776,2014_12,6,10,6.0,2014,12
kvyat,2:10.445,2:09.377,0,2014_12,9,11,0.0,2014,12
vergne,2:09.811,2:09.805,0,2014_12,11,12,12.0,2014,12
perez,2:10.666,2:10.084,0,2014_12,8,13,11.0,2014,12
sutil,2:11.051,2:10.238,0,2014_12,14,14,9.0,2014,12
grosjean,2:10.898,2:11.087,0,2014_12,20,15,8.0,2014,12
jules_bianchi,2:11.051,2:12.470,0,2014_12,18,16,18.0,2014,12
maldonado,2:11.261,0,0,2014_12,21,17,17.0,2014,12
hulkenberg,2:11.267,0,0,2014_12,10,18,13.0,2014,12
chilton,2:12.566,0,0,2014_12,16,19,19.0,2014,12
gutierrez,2:13.414,0,0,2014_12,15,20,14.0,2014,12
lotterer,2:13.469,0,0,2014_12,22,21,0.0,2014,12
ericsson,2:14.438,0,0,2014_12,17,22,0.0,2014,12
hamilton,1:25.363,1:24.560,1:24.109,2014_13,1,1,9.0,2014,13
rosberg,1:25.493,1:24.600,1:24.383,2014_13,2,2,6.0,2014,13
bottas,1:26.012,1:24.858,1:24.697,2014_13,4,3,15.0,2014,13
massa,1:25.528,1:25.046,1:24.865,2014_13,3,4,4.0,2014,13
kevin_magnussen,1:26.337,1:25.973,1:25.314,2014_13,10,5,0.0,2014,13
button,1:26.328,1:25.630,1:25.379,2014_13,8,6,10.0,2014,13
alonso,1:26.514,1:25.525,1:25.430,2014_13,21,7,2.0,2014,13
vettel,1:26.631,1:25.769,1:25.436,2014_13,6,8,1.0,2014,13
ricciardo,1:26.721,1:25.946,1:25.709,2014_13,5,9,7.0,2014,13
perez,1:26.569,1:25.863,1:25.944,2014_13,7,10,12.0,2014,13
kvyat,1:26.261,1:26.070,0,2014_13,11,21,0.0,2014,13
raikkonen,1:26.689,1:26.110,0,2014_13,9,11,11.0,2014,13
vergne,1:26.140,1:26.157,0,2014_13,13,12,21.0,2014,13
hulkenberg,1:26.371,1:26.279,0,2014_13,12,13,5.0,2014,13
sutil,1:27.034,1:26.588,0,2014_13,15,14,16.0,2014,13
gutierrez,1:26.999,1:26.692,0,2014_13,19,15,13.0,2014,13
maldonado,1:27.520,0,0,2014_13,14,16,14.0,2014,13
grosjean,1:27.632,0,0,2014_13,16,17,8.0,2014,13
kobayashi,1:27.671,0,0,2014_13,17,18,0.0,2014,13
jules_bianchi,1:27.738,0,0,2014_13,18,19,19.0,2014,13
chilton,1:28.247,0,0,2014_13,22,20,20.0,2014,13
ericsson,1:28.562,0,0,2014_13,20,22,0.0,2014,13
hamilton,1:46.921,1:46.287,1:45.681,2014_14,1,1,5.0,2014,14
rosberg,1:47.244,1:45.825,1:45.688,2014_14,21,2,4.0,2014,14
ricciardo,1:47.488,1:46.493,1:45.854,2014_14,3,3,22.0,2014,14
vettel,1:47.476,1:46.586,1:45.902,2014_14,2,4,1.0,2014,14
alonso,1:46.889,1:46.328,1:45.907,2014_14,4,5,2.0,2014,14
massa,1:47.615,1:46.472,1:46.000,2014_14,5,6,6.0,2014,14
raikkonen,1:46.685,1:46.359,1:46.170,2014_14,8,7,3.0,2014,14
bottas,1:47.196,1:46.622,1:46.187,2014_14,11,8,13.0,2014,14
kevin_magnussen,1:47.976,1:46.700,1:46.250,2014_14,10,9,0.0,2014,14
kvyat,1:47.656,1:46.926,1:47.362,2014_14,14,10,0.0,2014,14
button,1:47.161,1:46.943,0,2014_14,18,11,7.0,2014,14
vergne,1:47.407,1:46.989,0,2014_14,6,12,14.0,2014,14
hulkenberg,1:47.370,1:47.308,0,2014_14,9,13,9.0,2014,14
gutierrez,1:47.970,1:47.333,0,2014_14,20,14,12.0,2014,14
perez,1:48.143,1:47.575,0,2014_14,7,15,8.0,2014,14
grosjean,1:47.862,1:47.812,0,2014_14,13,16,21.0,2014,14
sutil,1:48.324,0,0,2014_14,19,17,10.0,2014,14
maldonado,1:49.063,0,0,2014_14,12,18,11.0,2014,14
jules_bianchi,1:49.440,0,0,2014_14,16,19,18.0,2014,14
kobayashi,1:50.405,0,0,2014_14,22,20,0.0,2014,14
chilton,1:50.473,0,0,2014_14,17,21,17.0,2014,14
ericsson,1:52.287,0,0,2014_14,15,22,0.0,2014,14
rosberg,1:33.671,1:32.950,1:32.506,2014_15,2,1,8.0,2014,15
hamilton,1:33.611,1:32.982,1:32.703,2014_15,1,2,20.0,2014,15
bottas,1:34.301,1:33.443,1:33.128,2014_15,6,3,17.0,2014,15
massa,1:34.483,1:33.551,1:33.527,2014_15,7,4,10.0,2014,15
alonso,1:34.497,1:33.675,1:33.740,2014_15,22,5,4.0,2014,15
ricciardo,1:35.593,1:34.466,1:34.075,2014_15,4,6,13.0,2014,15
kevin_magnussen,1:34.930,1:34.229,1:34.242,2014_15,14,7,0.0,2014,15
button,1:35.150,1:34.648,1:34.317,2014_15,5,8,9.0,2014,15
vettel,1:35.517,1:34.784,1:34.432,2014_15,3,9,1.0,2014,15
raikkonen,1:34.984,1:34.771,1:34.548,2014_15,12,10,5.0,2014,15
vergne,1:35.155,1:34.984,0,2014_15,9,20,12.0,2014,15
perez,1:35.439,1:35.089,0,2014_15,10,11,15.0,2014,15
kvyat,1:35.210,1:35.092,0,2014_15,11,12,0.0,2014,15
hulkenberg,1:35.000,1:35.099,0,2014_15,8,13,6.0,2014,15
sutil,1:35.736,1:35.364,0,2014_15,21,14,14.0,2014,15
gutierrez,1:35.308,1:35.681,0,2014_15,13,15,7.0,2014,15
maldonado,1:35.917,0,0,2014_15,16,22,16.0,2014,15
grosjean,1:35.984,0,0,2014_15,15,16,3.0,2014,15
