,driverId,race_id,q1_timing,q2_timing,q3_timing,position,qualifying_pos,prev_year_pos,season,round
4094,kovalainen,2010_17,1:41.768,0,0,13,21,0.0,2010,17
4095,grassi,2010_17,1:42.325,0,0,21,22,0.0,2010,17
4096,yamamoto,2010_17,1:42.444,0,0,15,23,0.0,2010,17
4097,bruno_senna,2010_17,1:43.283,0,0,14,24,0.0,2010,17
4098,hulkenberg,2010_18,1:20.050,1:19.144,1:14.470,8,1,0.0,2010,18
4099,vettel,2010_18,1:19.160,1:18.691,1:15.519,1,2,4.0,2010,18
4100,webber,2010_18,1:19.025,1:18.516,1:15.637,2,3,1.0,2010,18
4101,hamilton,2010_18,1:19.931,1:18.921,1:15.747,4,4,3.0,2010,18
4102,alonso,2010_18,1:18.987,1:19.010,1:15.989,3,5,20.0,2010,18
4103,barrichello,2010_18,1:19.799,1:18.925,1:16.203,14,6,8.0,2010,18
4104,kubica,2010_18,1:19.249,1:18.877,1:16.552,9,7,2.0,2010,18
4105,michael_schumacher,2010_18,1:19.879,1:18.923,1:16.925,7,8,0.0,2010,18
4106,massa,2010_18,1:19.778,1:19.200,1:17.101,15,9,0.0,2010,18
4107,petrov,2010_18,1:20.189,1:19.153,1:17.656,16,10,0.0,2010,18
4108,button,2010_18,1:19.905,1:19.288,0,5,11,5.0,2010,18
4109,kobayashi,2010_18,1:19.741,1:19.385,0,10,12,10.0,2010,18
4110,rosberg,2010_18,1:20.153,1:19.486,0,6,13,16.0,2010,18
4111,alguersuari,2010_18,1:20.158,1:19.581,0,11,14,14.0,2010,18
4112,buemi,2010_18,1:20.096,1:19.847,0,13,19,7.0,2010,18
4113,heidfeld,2010_18,1:20.174,1:19.899,0,17,15,17.0,2010,18
4114,liuzzi,2010_18,1:20.592,1:20.357,0,24,16,12.0,2010,18
4115,sutil,2010_18,1:20.830,0,0,12,22,18.0,2010,18
4116,glock,2010_18,1:22.130,0,0,20,17,0.0,2010,18
4117,trulli,2010_18,1:22.250,0,0,19,18,19.0,2010,18
4118,kovalainen,2010_18,1:22.378,0,0,18,20,9.0,2010,18
4119,grassi,2010_18,1:22.810,0,0,23,21,0.0,2010,18
4120,klien,2010_18,1:23.083,0,0,22,23,0.0,2010,18
4121,bruno_senna,2010_18,1:23.796,0,0,21,24,0.0,2010,18
4122,vettel,2010_19,1:40.318,1:39.874,1:39.394,1,1,1.0,2010,19
4123,hamilton,2010_19,1:40.335,1:40.119,1:39.425,2,2,19.0,2010,19
4124,alonso,2010_19,1:40.170,1:40.311,1:39.792,7,3,14.0,2010,19
4125,button,2010_19,1:40.877,1:40.014,1:39.823,3,4,3.0,2010,19
4126,webber,2010_19,1:40.690,1:40.074,1:39.925,8,5,2.0,2010,19
4127,massa,2010_19,1:40.942,1:40.323,1:40.202,10,6,0.0,2010,19
4128,barrichello,2010_19,1:40.904,1:40.476,1:40.203,12,7,4.0,2010,19
4129,michael_schumacher,2010_19,1:41.222,1:40.452,1:40.516,23,8,0.0,2010,19
4130,rosberg,2010_19,1:40.231,1:40.060,1:40.589,4,9,9.0,2010,19
4131,petrov,2010_19,1:41.018,1:40.658,1:40.901,6,10,0.0,2010,19
4132,kubica,2010_19,1:41.336,1:40.780,0,5,11,10.0,2010,19
4133,kobayashi,2010_19,1:41.045,1:40.783,0,14,12,6.0,2010,19
4134,sutil,2010_19,1:41.473,1:40.914,0,13,13,17.0,2010,19
4135,heidfeld,2010_19,1:41.409,1:41.113,0,11,14,5.0,2010,19
4136,hulkenberg,2010_19,1:41.015,1:41.418,0,16,15,0.0,2010,19
4137,liuzzi,2010_19,1:41.681,1:41.642,0,24,16,15.0,2010,19
4138,alguersuari,2010_19,1:41.707,1:41.738,0,9,17,20.0,2010,19
4139,buemi,2010_19,1:41.824,0,0,15,18,8.0,2010,19
4140,trulli,2010_19,1:43.516,0,0,21,19,7.0,2010,19
4141,kovalainen,2010_19,1:43.712,0,0,17,20,11.0,2010,19
4142,glock,2010_19,1:44.095,0,0,22,21,0.0,2010,19
4143,grassi,2010_19,1:44.510,0,0,18,22,0.0,2010,19
4144,bruno_senna,2010_19,1:45.085,0,0,19,23,0.0,2010,19
4145,klien,2010_19,1:45.296,0,0,20,24,0.0,2010,19
4146,vettel,2011_1,1:25.296,1:24.090,1:23.529,1,1,17.0,2011,1
4147,hamilton,2011_1,1:25.384,1:24.595,1:24.307,2,2,6.0,2011,1
4148,webber,2011_1,1:25.900,1:24.658,1:24.395,5,3,9.0,2011,1
4149,button,2011_1,1:25.886,1:24.957,1:24.779,6,4,1.0,2011,1
4150,alonso,2011_1,1:25.707,1:25.242,1:24.974,4,5,4.0,2011,1
4151,petrov,2011_1,1:25.543,1:25.582,1:25.247,3,6,19.0,2011,1
4152,rosberg,2011_1,1:25.856,1:25.606,1:25.421,17,7,5.0,2011,1
4153,massa,2011_1,1:26.031,1:25.611,1:25.599,7,8,3.0,2011,1
4154,kobayashi,2011_1,1:25.717,1:25.405,1:25.626,21,9,23.0,2011,1
4155,buemi,2011_1,1:26.232,1:25.882,1:27.066,8,10,21.0,2011,1
4156,michael_schumacher,2011_1,1:25.962,1:25.971,0,19,11,10.0,2011,1
4157,alguersuari,2011_1,1:26.620,1:26.103,0,11,12,11.0,2011,1
4158,perez,2011_1,1:25.812,1:26.108,0,22,13,0.0,2011,1
4159,resta,2011_1,1:27.222,1:26.739,0,10,14,0.0,2011,1
4160,maldonado,2011_1,1:26.298,1:26.768,0,20,15,0.0,2011,1
4161,sutil,2011_1,1:26.245,1:31.407,0,9,16,18.0,2011,1
4162,barrichello,2011_1,1:26.270,0,0,16,17,8.0,2011,1
4163,heidfeld,2011_1,1:27.239,0,0,12,18,0.0,2011,1
4164,kovalainen,2011_1,1:29.254,0,0,18,19,13.0,2011,1
4165,trulli,2011_1,1:29.342,0,0,13,20,24.0,2011,1
4166,glock,2011_1,1:29.858,0,0,15,21,15.0,2011,1
4167,ambrosio,2011_1,1:30.822,0,0,14,22,0.0,2011,1
4168,liuzzi,2011_1,1:32.978,0,0,23,0,7.0,2011,1
4169,karthikeyan,2011_1,1:34.293,0,0,24,0,0.0,2011,1
4170,vettel,2011_2,1:37.468,1:35.934,1:34.870,1,1,1.0,2011,2
4171,hamilton,2011_2,1:36.861,1:35.852,1:34.974,8,2,6.0,2011,2
4172,webber,2011_2,1:37.924,1:36.080,1:35.179,4,3,2.0,2011,2
4173,button,2011_2,1:37.033,1:35.569,1:35.200,2,4,8.0,2011,2
4174,alonso,2011_2,1:36.897,1:36.320,1:35.802,6,5,13.0,2011,2
4175,heidfeld,2011_2,1:37.224,1:36.811,1:36.124,3,6,0.0,2011,2
4176,massa,2011_2,1:36.744,1:36.557,1:36.251,5,7,7.0,2011,2
4177,petrov,2011_2,1:37.210,1:36.642,1:36.324,17,8,19.0,2011,2
4178,rosberg,2011_2,1:37.316,1:36.388,1:36.809,12,9,3.0,2011,2
4179,kobayashi,2011_2,1:36.994,1:36.691,1:36.820,7,10,22.0,2011,2
4180,michael_schumacher,2011_2,1:36.904,1:37.035,0,9,11,21.0,2011,2
4181,buemi,2011_2,1:37.693,1:37.160,0,13,12,11.0,2011,2
4182,alguersuari,2011_2,1:37.677,1:37.347,0,14,13,9.0,2011,2
4183,resta,2011_2,1:38.045,1:37.370,0,10,14,0.0,2011,2
4184,barrichello,2011_2,1:38.163,1:37.496,0,22,15,12.0,2011,2
4185,perez,2011_2,1:37.759,1:37.528,0,21,16,0.0,2011,2
4186,sutil,2011_2,1:37.693,1:37.593,0,11,17,5.0,2011,2
4187,maldonado,2011_2,1:38.276,0,0,24,18,0.0,2011,2
4188,kovalainen,2011_2,1:38.645,0,0,15,19,18.0,2011,2
4189,trulli,2011_2,1:38.791,0,0,20,20,17.0,2011,2
4190,glock,2011_2,1:40.648,0,0,16,21,23.0,2011,2
4191,ambrosio,2011_2,1:41.001,0,0,19,22,0.0,2011,2
4192,liuzzi,2011_2,1:41.549,0,0,18,23,20.0,2011,2
4193,karthikeyan,2011_2,1:42.574,0,0,23,24,0.0,2011,2
4194,vettel,2011_3,1:35.674,1:34.776,1:33.706,2,1,6.0,2011,3
4195,button,2011_3,1:35.924,1:34.662,1:34.421,4,2,1.0,2011,3
4196,hamilton,2011_3,1:36.091,1:34.486,1:34.463,1,3,2.0,2011,3
4197,rosberg,2011_3,1:35.272,1:35.850,1:34.670,5,4,3.0,2011,3
4198,alonso,2011_3,1:35.389,1:35.165,1:35.119,7,5,4.0,2011,3
4199,massa,2011_3,1:35.478,1:35.437,1:35.145,6,6,9.0,2011,3
4200,alguersuari,2011_3,1:36.133,1:35.563,1:36.158,24,7,13.0,2011,3
4201,resta,2011_3,1:35.702,1:35.858,1:36.190,11,8,0.0,2011,3
4202,buemi,2011_3,1:36.110,1:35.500,1:36.203,14,9,21.0,2011,3
4203,petrov,2011_3,1:35.370,1:35.149,0,9,10,7.0,2011,3
4204,sutil,2011_3,1:36.092,1:35.874,0,15,11,11.0,2011,3
4205,perez,2011_3,1:36.046,1:36.053,0,17,12,0.0,2011,3
4206,kobayashi,2011_3,1:36.147,1:36.236,0,10,13,22.0,2011,3
4207,michael_schumacher,2011_3,1:35.508,1:36.457,0,8,14,10.0,2011,3
4208,barrichello,2011_3,1:35.911,1:36.465,0,13,15,12.0,2011,3
4209,heidfeld,2011_3,1:35.910,1:36.611,0,12,16,0.0,2011,3
4210,maldonado,2011_3,1:36.121,1:36.956,0,18,17,0.0,2011,3
4211,webber,2011_3,1:36.468,0,0,3,18,8.0,2011,3
4212,kovalainen,2011_3,1:37.894,0,0,16,19,14.0,2011,3
4213,trulli,2011_3,1:38.318,0,0,19,20,18.0,2011,3
4214,ambrosio,2011_3,1:39.119,0,0,20,21,0.0,2011,3
4215,glock,2011_3,1:39.708,0,0,21,22,24.0,2011,3
4216,liuzzi,2011_3,1:40.212,0,0,22,23,23.0,2011,3
4217,karthikeyan,2011_3,1:40.445,0,0,23,24,0.0,2011,3
4218,vettel,2011_4,1:27.039,1:25.610,1:25.049,1,1,22.0,2011,4
4219,webber,2011_4,1:27.090,1:26.075,1:25.454,2,2,3.0,2011,4
4220,rosberg,2011_4,1:27.514,1:25.801,1:25.574,5,3,5.0,2011,4
4221,hamilton,2011_4,1:27.091,1:26.066,1:25.595,4,4,1.0,2011,4
4222,alonso,2011_4,1:27.349,1:26.152,1:25.851,3,5,8.0,2011,4
4223,button,2011_4,1:27.374,1:26.485,1:25.982,6,6,2.0,2011,4
4224,petrov,2011_4,1:27.475,1:26.654,1:26.296,8,7,15.0,2011,4
4225,michael_schumacher,2011_4,1:27.697,1:26.121,1:26.646,12,8,4.0,2011,4
4226,heidfeld,2011_4,1:27.901,1:26.740,1:26.659,7,9,0.0,2011,4
4227,massa,2011_4,1:27.013,1:26.395,0,11,10,7.0,2011,4
4228,barrichello,2011_4,1:28.246,1:26.764,0,15,11,14.0,2011,4
4229,sutil,2011_4,1:27.392,1:27.027,0,13,12,9.0,2011,4
4230,resta,2011_4,1:27.625,1:27.145,0,23,13,0.0,2011,4
4231,maldonado,2011_4,1:27.396,1:27.236,0,17,14,0.0,2011,4
4232,perez,2011_4,1:27.778,1:27.244,0,14,15,0.0,2011,4
4233,buemi,2011_4,1:27.620,1:27.255,0,9,16,16.0,2011,4
4234,alguersuari,2011_4,1:28.055,1:27.572,0,16,17,12.0,2011,4
4235,kovalainen,2011_4,1:28.780,0,0,19,18,23.0,2011,4
4236,trulli,2011_4,1:29.673,0,0,18,19,24.0,2011,4
4237,ambrosio,2011_4,1:30.445,0,0,20,23,0.0,2011,4
4238,liuzzi,2011_4,1:30.692,0,0,22,20,13.0,2011,4
4239,glock,2011_4,1:30.813,0,0,24,21,18.0,2011,4
4240,karthikeyan,2011_4,1:31.564,0,0,21,22,0.0,2011,4
4241,webber,2011_5,1:23.619,1:21.773,1:20.981,4,1,1.0,2011,5
4242,vettel,2011_5,1:24.142,1:21.540,1:21.181,1,2,3.0,2011,5
4243,hamilton,2011_5,1:24.370,1:22.148,1:21.961,2,3,14.0,2011,5
4244,alonso,2011_5,1:23.485,1:22.813,1:21.964,5,4,2.0,2011,5
4245,button,2011_5,1:24.428,1:22.050,1:21.996,3,5,5.0,2011,5
4246,petrov,2011_5,1:23.069,1:22.948,1:22.471,11,6,11.0,2011,5
4247,rosberg,2011_5,1:23.507,1:22.569,1:22.599,7,7,13.0,2011,5
4248,massa,2011_5,1:23.506,1:23.026,1:22.888,22,8,6.0,2011,5
4249,maldonado,2011_5,1:23.406,1:22.854,1:22.952,15,9,0.0,2011,5
4250,michael_schumacher,2011_5,1:22.960,1:22.671,0,6,10,4.0,2011,5
4251,buemi,2011_5,1:23.962,1:23.231,0,14,11,20.0,2011,5
4252,perez,2011_5,1:24.209,1:23.367,0,9,12,0.0,2011,5
4253,alguersuari,2011_5,1:24.049,1:23.694,0,16,13,10.0,2011,5
4254,kobayashi,2011_5,1:23.656,1:23.702,0,10,14,12.0,2011,5
4255,kovalainen,2011_5,1:25.874,1:25.403,0,23,15,24.0,2011,5
4256,resta,2011_5,1:24.332,1:26.126,0,12,16,0.0,2011,5
4257,sutil,2011_5,1:24.648,1:26.571,0,13,17,7.0,2011,5
4258,trulli,2011_5,1:26.521,0,0,18,18,17.0,2011,5
4259,barrichello,2011_5,1:26.910,0,0,17,19,9.0,2011,5
4260,glock,2011_5,1:27.315,0,0,19,20,18.0,2011,5
4261,liuzzi,2011_5,1:27.809,0,0,24,21,15.0,2011,5
4262,karthikeyan,2011_5,1:27.908,0,0,21,22,0.0,2011,5
4263,ambrosio,2011_5,1:28.556,0,0,20,23,0.0,2011,5
4264,vettel,2011_6,1:15.606,1:14.277,1:13.556,1,1,2.0,2011,6
4265,button,2011_6,1:15.397,1:14.545,1:13.997,3,2,23.0,2011,6
4266,webber,2011_6,1:16.087,1:14.742,1:14.019,4,3,1.0,2011,6
4267,alonso,2011_6,1:16.051,1:14.569,1:14.483,2,4,6.0,2011,6
4268,michael_schumacher,2011_6,1:16.092,1:14.981,1:14.682,22,5,12.0,2011,6
4269,massa,2011_6,1:16.309,1:14.648,1:14.877,21,6,4.0,2011,6
4270,hamilton,2011_6,1:15.207,1:14.275,1:15.280,6,9,5.0,2011,6
4271,rosberg,2011_6,1:15.858,1:14.741,1:15.766,11,7,7.0,2011,6
4272,maldonado,2011_6,1:15.819,1:15.545,1:16.528,18,8,0.0,2011,6
4273,perez,2011_6,1:15.918,1:15.482,0,24,0,0.0,2011,6
4274,petrov,2011_6,1:16.378,1:15.815,0,19,10,13.0,2011,6
4275,barrichello,2011_6,1:16.616,1:15.826,0,9,11,18.0,2011,6
4276,kobayashi,2011_6,1:16.513,1:15.973,0,5,12,19.0,2011,6
4277,resta,2011_6,1:16.813,1:16.118,0,12,13,0.0,2011,6
4278,sutil,2011_6,1:16.600,1:16.121,0,7,14,8.0,2011,6
4279,heidfeld,2011_6,1:16.681,1:16.214,0,8,15,0.0,2011,6
4280,buemi,2011_6,1:16.358,1:16.300,0,10,16,10.0,2011,6
4281,kovalainen,2011_6,1:17.343,0,0,14,17,16.0,2011,6
4282,trulli,2011_6,1:17.381,0,0,13,18,15.0,2011,6
4283,alguersuari,2011_6,1:17.820,0,0,20,19,11.0,2011,6
4284,glock,2011_6,1:17.914,0,0,23,20,21.0,2011,6
4285,ambrosio,2011_6,1:18.736,0,0,15,21,0.0,2011,6
4286,karthikeyan,2011_6,0,0,0,17,22,0.0,2011,6
4287,liuzzi,2011_6,0,0,0,16,23,9.0,2011,6
4288,vettel,2011_7,1:14.011,1:13.486,1:13.014,2,1,4.0,2011,7
4289,alonso,2011_7,1:13.822,1:13.672,1:13.199,22,2,3.0,2011,7
4290,massa,2011_7,1:14.026,1:13.431,1:13.217,6,3,15.0,2011,7
4291,webber,2011_7,1:14.375,1:13.654,1:13.429,3,4,5.0,2011,7
4292,hamilton,2011_7,1:14.114,1:13.926,1:13.565,24,5,1.0,2011,7
4293,rosberg,2011_7,1:14.920,1:13.950,1:13.814,11,6,6.0,2011,7
4294,button,2011_7,1:14.374,1:13.955,1:13.838,1,7,2.0,2011,7
4295,michael_schumacher,2011_7,1:14.970,1:14.242,1:13.864,4,8,11.0,2011,7
4296,heidfeld,2011_7,1:15.096,1:14.467,1:14.062,20,9,0.0,2011,7
4297,petrov,2011_7,1:14.699,1:14.354,1:14.085,5,10,17.0,2011,7
4298,resta,2011_7,1:14.874,1:14.752,0,18,11,0.0,2011,7
4299,maldonado,2011_7,1:15.585,1:15.043,0,19,12,0.0,2011,7
4300,kobayashi,2011_7,1:15.694,1:15.285,0,7,13,24.0,2011,7
4301,sutil,2011_7,1:14.931,1:15.287,0,21,14,10.0,2011,7
4302,buemi,2011_7,1:15.901,1:15.334,0,10,15,8.0,2011,7
4303,barrichello,2011_7,1:15.331,1:15.361,0,9,16,14.0,2011,7
4304,rosa,2011_7,1:16.229,1:15.587,0,12,17,22.0,2011,7
4305,alguersuari,2011_7,1:16.294,0,0,8,24,12.0,2011,7
4306,trulli,2011_7,1:16.745,0,0,17,18,21.0,2011,7
4307,kovalainen,2011_7,1:16.786,0,0,23,19,16.0,2011,7
4308,liuzzi,2011_7,1:18.424,0,0,13,20,9.0,2011,7
4309,glock,2011_7,1:18.537,0,0,16,21,20.0,2011,7
4310,karthikeyan,2011_7,1:18.574,0,0,14,22,0.0,2011,7
4311,ambrosio,2011_7,1:19.414,0,0,15,23,0.0,2011,7
4312,vettel,2011_8,1:39.116,1:37.305,1:36.975,1,1,1.0,2011,8
4313,webber,2011_8,1:39.956,1:38.058,1:37.163,3,2,24.0,2011,8
4314,hamilton,2011_8,1:39.244,1:37.727,1:37.380,4,3,2.0,2011,8
4315,alonso,2011_8,1:39.725,1:37.930,1:37.454,2,4,8.0,2011,8
4316,massa,2011_8,1:38.413,1:38.566,1:37.535,5,5,11.0,2011,8
4317,button,2011_8,1:39.453,1:37.749,1:37.645,6,6,3.0,2011,8
4318,rosberg,2011_8,1:39.266,1:38.373,1:38.231,7,7,10.0,2011,8
4319,michael_schumacher,2011_8,1:39.198,1:38.365,1:38.240,17,8,15.0,2011,8
4320,heidfeld,2011_8,1:39.877,1:38.781,0,10,9,0.0,2011,8
4321,sutil,2011_8,1:39.329,1:39.034,0,9,10,6.0,2011,8
4322,petrov,2011_8,1:39.690,1:39.068,0,15,11,14.0,2011,8
4323,resta,2011_8,1:39.852,1:39.422,0,14,12,0.0,2011,8
4324,barrichello,2011_8,1:39.602,1:39.489,0,12,13,4.0,2011,8
4325,kobayashi,2011_8,1:40.131,1:39.525,0,16,14,7.0,2011,8
4326,maldonado,2011_8,1:39.690,1:39.645,0,18,15,0.0,2011,8
4327,perez,2011_8,1:39.494,1:39.657,0,11,16,0.0,2011,8
4328,buemi,2011_8,1:39.679,1:39.711,0,13,17,9.0,2011,8
4329,alguersuari,2011_8,1:40.232,0,0,8,18,13.0,2011,8
4330,kovalainen,2011_8,1:41.664,0,0,19,19,23.0,2011,8
4331,trulli,2011_8,1:42.234,0,0,20,20,21.0,2011,8
4332,glock,2011_8,1:42.553,0,0,21,21,19.0,2011,8
4333,liuzzi,2011_8,1:43.584,0,0,23,22,16.0,2011,8
4334,ambrosio,2011_8,1:43.735,0,0,22,23,0.0,2011,8
4335,karthikeyan,2011_8,1:44.363,0,0,24,24,0.0,2011,8
4336,webber,2011_9,1:32.670,1:31.673,1:30.399,3,1,1.0,2011,9
4337,vettel,2011_9,1:32.977,1:32.379,1:30.431,2,2,7.0,2011,9
4338,alonso,2011_9,1:32.986,1:31.727,1:30.516,1,3,14.0,2011,9
4339,massa,2011_9,1:32.760,1:31.640,1:31.124,5,4,15.0,2011,9
4340,button,2011_9,1:34.230,1:32.273,1:31.898,20,5,4.0,2011,9
4341,resta,2011_9,1:34.472,1:32.569,1:31.929,15,6,0.0,2011,9
4342,maldonado,2011_9,1:32.702,1:32.588,1:31.933,14,7,0.0,2011,9
4343,kobayashi,2011_9,1:34.324,1:32.399,1:32.128,22,8,6.0,2011,9
4344,rosberg,2011_9,1:34.186,1:32.295,1:32.209,6,9,3.0,2011,9
4345,hamilton,2011_9,1:33.581,1:32.505,1:32.376,4,10,2.0,2011,9
4346,sutil,2011_9,1:34.454,1:32.617,0,11,11,8.0,2011,9
4347,perez,2011_9,1:34.145,1:32.624,0,7,12,0.0,2011,9
4348,michael_schumacher,2011_9,1:34.160,1:32.656,0,9,13,9.0,2011,9
4349,petrov,2011_9,1:34.428,1:32.734,0,12,14,13.0,2011,9
4350,barrichello,2011_9,1:33.532,1:33.119,0,13,15,5.0,2011,9
4351,heidfeld,2011_9,1:35.132,1:33.805,0,8,16,0.0,2011,9
4352,kovalainen,2011_9,1:34.923,1:34.821,0,24,17,17.0,2011,9
4353,alguersuari,2011_9,1:35.245,0,0,10,18,21.0,2011,9
4354,buemi,2011_9,1:35.749,0,0,21,19,12.0,2011,9
4355,glock,2011_9,1:36.203,0,0,16,20,18.0,2011,9
4356,trulli,2011_9,1:36.456,0,0,23,21,16.0,2011,9
4357,ambrosio,2011_9,1:37.154,0,0,17,22,0.0,2011,9
4358,liuzzi,2011_9,1:37.484,0,0,18,23,11.0,2011,9
4359,ricciardo,2011_9,1:38.059,0,0,19,24,0.0,2011,9
4360,webber,2011_10,1:33.096,1:31.311,1:30.079,3,1,0.0,2011,10
4361,hamilton,2011_10,1:32.934,1:30.998,1:30.134,1,2,0.0,2011,10
4362,vettel,2011_10,1:32.973,1:31.017,1:30.216,4,3,0.0,2011,10
4363,alonso,2011_10,1:32.916,1:31.150,1:30.442,2,4,0.0,2011,10
4364,massa,2011_10,1:31.826,1:31.582,1:30.910,5,5,0.0,2011,10
4365,rosberg,2011_10,1:32.785,1:31.343,1:31.263,7,6,0.0,2011,10
4366,button,2011_10,1:33.224,1:31.532,1:31.288,22,7,0.0,2011,10
4367,sutil,2011_10,1:32.286,1:31.809,1:32.010,6,8,0.0,2011,10
4368,petrov,2011_10,1:33.187,1:31.985,1:32.187,10,9,0.0,2011,10
4369,michael_schumacher,2011_10,1:32.603,1:32.180,1:32.482,8,10,0.0,2011,10
4370,heidfeld,2011_10,1:32.505,1:32.215,0,24,11,0.0,2011,10
4371,resta,2011_10,1:32.651,1:32.560,0,13,12,0.0,2011,10
4372,maldonado,2011_10,1:33.003,1:32.635,0,14,13,0.0,2011,10
4373,barrichello,2011_10,1:33.664,1:33.043,0,23,14,0.0,2011,10
4374,perez,2011_10,1:33.295,1:33.176,0,11,15,0.0,2011,10
4375,buemi,2011_10,1:33.635,1:33.546,0,15,24,0.0,2011,10
4376,alguersuari,2011_10,1:33.658,1:33.698,0,12,16,0.0,2011,10
4377,kobayashi,2011_10,1:33.786,0,0,9,17,0.0,2011,10
4378,kovalainen,2011_10,1:35.599,0,0,16,18,0.0,2011,10
4379,glock,2011_10,1:36.400,0,0,17,19,0.0,2011,10
4380,chandhok,2011_10,1:36.422,0,0,20,20,0.0,2011,10
4381,ambrosio,2011_10,1:36.641,0,0,18,21,0.0,2011,10
4382,liuzzi,2011_10,1:37.011,0,0,21,23,0.0,2011,10
4383,ricciardo,2011_10,1:37.036,0,0,19,22,0.0,2011,10
4384,vettel,2011_11,1:21.740,1:21.095,1:19.815,2,1,3.0,2011,11
4385,hamilton,2011_11,1:21.636,1:21.105,1:19.978,4,2,20.0,2011,11
4386,button,2011_11,1:22.038,1:20.578,1:20.024,1,3,8.0,2011,11
4387,massa,2011_11,1:22.130,1:21.099,1:20.350,6,4,4.0,2011,11
4388,alonso,2011_11,1:21.578,1:20.262,1:20.365,3,5,2.0,2011,11
4389,webber,2011_11,1:22.208,1:20.890,1:20.474,5,6,1.0,2011,11
4390,rosberg,2011_11,1:22.996,1:21.243,1:21.098,9,7,22.0,2011,11
4391,sutil,2011_11,1:22.237,1:22.000,1:21.445,14,8,23.0,2011,11
4392,michael_schumacher,2011_11,1:22.876,1:21.852,1:21.907,22,9,11.0,2011,11
4393,perez,2011_11,1:23.067,1:22.157,0,15,10,0.0,2011,11
4394,resta,2011_11,1:22.976,1:22.256,0,7,11,0.0,2011,11
4395,petrov,2011_11,1:23.070,1:22.284,0,12,12,5.0,2011,11
4396,kobayashi,2011_11,1:23.278,1:22.435,0,11,13,9.0,2011,11
4397,heidfeld,2011_11,1:23.024,1:22.470,0,23,14,0.0,2011,11
4398,barrichello,2011_11,1:23.075,1:22.684,0,13,15,10.0,2011,11
4399,alguersuari,2011_11,1:23.285,1:22.979,0,10,16,24.0,2011,11
4400,maldonado,2011_11,1:23.847,0,0,16,17,0.0,2011,11
4401,buemi,2011_11,1:24.070,0,0,8,23,12.0,2011,11
4402,kovalainen,2011_11,1:24.362,0,0,21,18,14.0,2011,11
4403,trulli,2011_11,1:24.534,0,0,24,19,15.0,2011,11
4404,glock,2011_11,1:26.294,0,0,17,20,16.0,2011,11
4405,liuzzi,2011_11,1:26.323,0,0,20,21,13.0,2011,11
4406,ricciardo,2011_11,1:26.479,0,0,18,22,0.0,2011,11
4407,ambrosio,2011_11,1:26.510,0,0,19,24,0.0,2011,11
4408,vettel,2011_12,2:03.029,2:03.317,1:48.298,1,1,15.0,2011,12
4409,hamilton,2011_12,2:03.008,2:02.823,1:48.730,22,2,1.0,2011,12
4410,webber,2011_12,2:02.827,2:03.302,1:49.376,2,3,2.0,2011,12
4411,massa,2011_12,2:05.834,2:04.507,1:50.256,8,4,4.0,2011,12
4412,rosberg,2011_12,2:05.091,2:03.723,1:50.552,6,5,6.0,2011,12
4413,alguersuari,2011_12,2:05.419,2:04.561,1:50.773,24,6,13.0,2011,12
4414,bruno_senna,2011_12,2:05.047,2:04.452,1:51.121,13,7,23.0,2011,12
4415,alonso,2011_12,2:04.450,2:02.768,1:51.251,4,8,21.0,2011,12
4416,perez,2011_12,2:06.284,2:04.625,1:51.374,20,9,0.0,2011,12
4417,petrov,2011_12,2:05.292,2:03.466,1:52.303,9,10,9.0,2011,12
4418,buemi,2011_12,2:04.744,2:04.692,0,23,11,12.0,2011,12
4419,kobayashi,2011_12,2:07.194,2:04.757,0,12,12,8.0,2011,12
4420,button,2011_12,2:01.813,2:05.150,0,3,13,22.0,2011,12
4421,barrichello,2011_12,2:05.720,2:07.349,0,16,14,24.0,2011,12
4422,sutil,2011_12,2:06.000,2:07.777,0,7,15,5.0,2011,12
4423,maldonado,2011_12,2:05.621,2:08.106,0,10,21,0.0,2011,12
4424,kovalainen,2011_12,2:06.780,2:08.354,0,15,16,16.0,2011,12
4425,resta,2011_12,2:07.758,0,0,11,17,0.0,2011,12
4426,trulli,2011_12,2:08.773,0,0,14,18,19.0,2011,12
4427,glock,2011_12,2:09.566,0,0,18,19,18.0,2011,12
4428,ambrosio,2011_12,2:11.601,0,0,17,20,0.0,2011,12
4429,liuzzi,2011_12,2:11.616,0,0,19,22,10.0,2011,12
4430,ricciardo,2011_12,2:13.077,0,0,21,23,0.0,2011,12
4431,vettel,2011_13,1:24.002,1:22.914,1:22.275,1,1,4.0,2011,13
4432,hamilton,2011_13,1:23.976,1:23.172,1:22.725,4,2,23.0,2011,13
4433,button,2011_13,1:24.013,1:23.031,1:22.777,2,3,2.0,2011,13
4434,alonso,2011_13,1:24.134,1:23.342,1:22.841,3,4,1.0,2011,13
4435,webber,2011_13,1:24.148,1:23.387,1:22.972,20,5,6.0,2011,13
4436,massa,2011_13,1:24.523,1:23.681,1:23.188,6,6,3.0,2011,13
4437,petrov,2011_13,1:24.486,1:23.741,1:23.530,22,7,13.0,2011,13
4438,michael_schumacher,2011_13,1:25.108,1:23.671,1:23.777,5,8,9.0,2011,13
4439,rosberg,2011_13,1:24.550,1:23.335,1:24.477,23,9,5.0,2011,13
4440,bruno_senna,2011_13,1:24.914,1:24.157,0,9,10,22.0,2011,13
